Label,Alpha,Beta,Gamma,Delta,Theta,Date
1,2.1728444,0.8409792,-1.7172425,-3.022356,4.4325566,04:45.9
1,1.2479246,0.45133802,-1.961358,-3.9970067,4.0994306,04:46.9
2,3.517057,2.9353764,-0.5970873,2.1340377,7.2062173,05:00.8
2,3.5449917,1.7534366,-1.9930565,0.5937133,7.3880434,05:01.8
2,2.5049694,1.0326533,-2.7242627,-0.92693776,7.479819,05:02.8
2,3.4934475,0.6042055,-2.6941655,-4.2112784,6.920603,05:03.8
2,3.3197289,0.6211295,-2.525518,-2.8924127,6.206274,05:04.9
2,3.3527877,2.415411,-1.9338745,-1.4413059,7.191896,05:05.8
2,3.0418444,1.5882859,-2.2040763,-1.075832,7.393936,05:06.8
2,2.4701982,1.9367104,-1.9935347,-0.7621244,6.8596835,05:07.9
2,2.3313994,2.3393052,-1.8054091,-0.9101639,6.511819,05:08.9
2,2.7760797,1.0016242,-2.493071,-2.3848977,4.4959145,05:10.0
2,2.0334747,0.16512175,-2.9909675,-4.29586,3.9357038,05:10.8
2,3.3667438,1.3437052,-2.1236105,-2.4104667,5.642064,05:11.8
2,3.7539208,1.0760432,-2.5638678,-2.533441,5.9545097,05:12.8
2,5.5254054,1.5318465,-1.3772148,-1.6695944,7.1309834,05:13.8
2,5.5098224,1.7383057,-0.7822735,-1.4155817,6.862634,05:14.8
2,5.3438783,1.369308,-0.6681892,-2.7513018,5.418219,05:15.9
2,5.608798,1.434194,-0.52382547,-0.43688673,6.723461,05:16.8
2,5.2992153,1.8524241,0.114484765,0.8377266,6.8968124,05:17.7
2,4.746124,1.6521032,-0.16753982,0.4447802,6.636158,05:18.7
2,5.4166126,1.326041,0.35886443,1.8727392,7.8173656,05:19.8
2,4.596909,1.4488987,-0.4374948,2.0368009,8.302947,05:20.9
2,4.6282015,1.5285789,-1.1728854,2.0228772,8.1138525,05:21.8
2,3.8890502,1.6894282,-0.9945687,2.138883,7.1156597,05:22.9
2,3.283216,1.5198916,-1.1414018,1.0423782,5.9460173,05:23.8
2,5.2615757,2.0168693,-1.9925253,-4.1496058,6.548905,05:50.6
2,5.239558,2.4741507,-2.3675814,-3.584283,7.0828137,05:51.6
2,4.069332,1.6839666,-2.2650428,-3.67575,5.709111,05:52.5
2,4.1720037,1.2867571,-2.1315184,-2.2895527,5.102604,05:53.6
2,3.6829548,1.7872108,-1.6016196,-2.2675946,4.681709,05:54.6
2,4.5045156,2.7432513,0.49044913,-1.6377115,7.7274504,05:55.5
2,3.6034439,2.8210537,1.3627225,-1.7524707,8.406046,05:56.7
2,3.7447057,2.8005886,2.1646817,-0.94420594,8.853203,05:57.6
2,3.9352558,2.4436176,2.3510513,-1.2445475,8.493903,05:58.5
2,4.3687887,2.9206288,1.9664443,-0.8108225,7.848375,05:59.5
2,4.627593,3.167164,0.9877336,-0.6722378,8.389237,06:00.6
2,5.6992536,2.507808,-1.4961314,-2.023779,7.2882085,06:01.7
2,5.7388334,2.6244895,-2.1437004,-2.00274,6.7778797,06:02.5
2,5.738308,2.5032427,-1.5833176,-1.5750186,6.4333854,06:03.7
2,5.539239,2.4950218,-1.109693,-1.4443805,6.466526,06:04.6
2,5.633086,2.9017267,-0.650154,-1.6520306,6.619199,06:05.7
2,5.5352855,3.08472,-0.022689618,-1.1033951,7.292364,06:06.6
2,5.3886366,3.1337976,0.3439606,-0.8350808,8.377224,06:07.5
2,4.667456,3.1740777,0.37780496,-1.6863902,7.7300253,06:08.5
2,3.345026,3.6136796,0.52623934,-0.19820909,8.66981,06:09.5
2,3.1775317,2.9700832,-0.7883292,-0.7604643,8.549975,06:10.6
2,3.7524447,2.6983619,-1.1248839,-1.2202233,8.659318,06:11.6
2,2.839281,2.5607038,-1.0611628,-0.6258896,8.295628,06:12.6
2,4.5583777,2.0826938,-0.6145802,0.9624092,8.84526,06:13.6
2,5.211514,2.2624292,-0.06589945,1.826561,8.380064,06:14.6
2,6.98673,3.0638976,0.7752542,2.5582085,9.375736,06:15.6
2,6.8824987,3.3199449,0.99027795,2.410096,11.0991125,06:16.5
2,6.854377,3.0785236,1.1860294,2.3188424,11.2824745,06:17.6
2,6.478732,2.5684135,0.7405816,2.0423522,11.063709,06:18.6
2,4.5395155,2.1692758,0.5445306,2.3399167,11.274083,06:19.6
2,4.6465673,2.4977117,0.8802382,1.9875848,11.308886,06:20.5
2,4.6748757,2.7998765,0.9591675,1.9978659,9.830428,06:21.6
2,4.8407464,3.0419888,0.4436197,0.34678742,9.489764,06:22.5
2,4.6887226,2.9577203,-0.14315651,-1.5895579,9.102655,06:23.4
2,4.519927,2.8061423,-0.32201532,-3.913173,8.700523,06:24.6
2,5.069321,2.3031628,0.5700525,-2.3017616,8.681664,06:25.6
2,4.8607545,2.258463,0.34614846,-1.2894,9.231693,06:26.5
2,4.3523293,1.7358423,-0.017760957,0.06974089,8.353576,06:27.5
2,3.4208684,1.3027573,-0.52221626,1.0950207,7.7347636,06:28.5
2,2.4720469,1.0822198,-0.49692023,0.81334364,7.2947984,06:29.6
1,3.0378757,1.2350626,-1.7518451,-2.3859255,6.288304,06:33.5
1,3.3086765,0.69082123,-1.622742,-0.90601176,7.0676317,06:34.5
1,4.084209,0.8608847,-1.5271664,-1.2227908,7.6527867,06:35.5
1,4.7320404,1.8278364,-1.2735724,4.429234,8.034144,06:36.4
0,8.73743,4.985279,1.8770231,2.5848937,11.750849,08:10.3
0,8.73162,5.025218,1.7198124,2.7269225,11.702151,08:11.3
0,9.51151,4.871329,1.816456,0.8953079,11.022929,08:12.2
0,11.88196,4.898906,1.2642845,1.7077373,11.776607,08:13.2
0,12.901892,4.414146,0.48797795,2.7143333,11.309348,08:14.2
0,13.429164,4.8505006,0.7234075,3.1357758,12.607912,08:15.2
0,12.23226,4.2513766,0.41193435,2.8739653,12.202067,08:16.2
0,12.269291,4.3355913,0.56409943,3.273747,10.901031,08:17.3
0,12.477619,3.7790437,0.3809153,2.978977,10.393121,08:18.1
0,12.496023,3.8146875,-0.003744793,3.0996861,9.784994,08:19.1
0,11.916833,3.6557589,-0.23724145,2.2046816,8.957559,08:20.3
0,11.1449795,3.963535,-0.16158684,3.2103658,8.034306,08:21.1
0,10.35969,3.85523,-0.012026235,2.0755367,7.3364654,08:22.1
0,9.123675,6.0846915,2.560891,1.1093849,11.21654,08:52.0
0,9.265739,6.4868565,2.9716032,1.333564,12.19389,08:53.0
0,9.653183,6.967936,3.013659,0.012314272,11.709251,08:54.2
0,10.435939,6.3173604,2.0134442,0.43714604,11.8755665,08:55.0
0,11.083791,6.5652666,1.6872933,1.7551206,12.425873,08:55.9
0,10.91933,6.1177316,2.1209502,1.873093,12.228264,08:57.1
0,11.969209,5.8678055,1.9495877,1.9664198,10.508869,08:58.0
0,12.204745,5.854917,1.7791461,3.1024938,10.242144,08:59.1
0,11.604073,4.794214,1.8642571,3.1374955,10.348866,08:59.9
0,11.285469,3.8679123,1.370043,2.6170342,9.8069105,09:01.0
0,11.475109,3.743137,1.2478291,2.7129712,9.9365,09:02.0
0,9.836297,3.281733,0.99269676,2.1881824,10.393445,09:03.0
0,10.748289,3.641517,1.6989971,0.591261,10.23654,09:04.1
1,3.6593792,2.0042188,-0.09192082,0.30228245,5.6926107,09:36.9
1,2.4565315,0.18582733,-1.2336663,-2.526971,6.4386673,09:37.8
1,1.6133512,-0.2983987,-1.5748191,-4.1771717,5.8091583,09:38.8
1,1.4823303,-0.3166196,-1.6939571,-4.312896,6.0783434,09:39.8
2,5.9879856,4.7798843,2.106493,-0.7896069,9.387357,09:46.7
2,4.93969,4.479857,1.8766644,-0.6883943,8.60617,09:47.8
2,4.231185,4.138611,1.5940744,-0.9393387,8.5516815,09:48.8
2,6.7492576,5.4824176,3.5725513,2.4668758,9.582613,09:49.8
2,7.9863663,6.1557884,5.091407,3.7975311,9.312694,09:50.8
2,8.199586,6.3379087,4.8156533,4.691362,10.20187,09:51.8
2,8.413547,6.2923803,4.537895,4.5972424,10.928268,09:52.8
2,8.518434,5.58799,3.9787643,3.6494095,10.772323,09:53.7
2,7.3517876,4.61835,2.143632,3.0810142,10.207245,09:54.8
2,6.7672224,3.7471006,1.2197976,0.9487152,11.0484085,09:55.8
2,6.9677596,2.82018,0.68641937,0.60674274,10.04859,09:56.8
2,6.9413366,2.4912515,0.54494315,1.408632,10.218916,09:57.7
2,6.8897657,3.4222293,1.283493,0.37733063,9.6431265,09:58.7
2,5.788913,2.799076,1.1791131,0.25324258,8.070906,09:59.7
2,5.656691,3.0547342,1.863109,0.036156498,8.176026,10:00.7
2,6.4461107,3.3788617,1.6963813,0.40818453,9.838874,10:01.7
2,6.9252043,3.0642114,1.1343269,2.5852652,9.789837,10:02.7
2,7.21334,3.6510355,1.2280195,2.2330415,10.654947,10:03.7
2,7.4933434,3.6315906,1.2841679,3.547411,11.239051,10:04.6
2,6.409527,3.0885987,1.0316229,5.0895104,10.062674,10:05.7
2,6.1712914,2.8743258,0.71081233,3.970192,9.51465,10:06.7
2,2.6420753,2.794216,1.9213779,-3.0344222,4.316306,14:01.3
2,3.5643983,2.658748,1.5728244,-0.71559095,4.502909,14:02.3
2,4.873255,2.8064678,1.807536,1.1231287,6.6165557,14:03.3
2,5.50751,2.7838175,1.3099232,2.2708633,7.332151,14:04.3
2,6.964817,2.9758766,1.5528991,2.2647593,7.5067997,14:05.3
2,6.789983,2.896265,1.6411932,1.7777603,7.987289,14:06.3
2,6.2555137,2.4389567,1.1546137,1.5793337,7.8832574,14:07.4
2,4.019359,2.832051,0.77307194,-0.64117146,7.115337,14:08.2
2,4.7399173,3.055513,1.3980981,-1.225998,6.731034,14:09.2
2,3.6689053,3.0035162,2.2926064,-0.21100727,6.800374,14:10.3
2,3.5831,3.3905275,2.3603392,-0.5116417,6.5845284,14:11.3
2,4.137752,2.9523082,2.5650222,-0.9711648,7.279991,14:12.4
2,5.092003,2.9073954,2.5699794,-2.0177197,6.8536696,14:13.2
2,4.432922,3.082725,1.5198797,-3.1215336,5.6023936,14:14.3
2,5.3928294,3.01161,1.8147079,-2.1225696,7.989035,14:15.2
2,5.5055127,2.4463804,1.2166791,-1.5003464,8.679042,14:16.2
2,5.239028,2.5688,1.2792511,-0.9583911,8.327817,14:17.1
2,5.026606,3.0647466,2.3651288,-0.6930429,9.533316,14:18.2
2,2.2049859,1.681814,-0.38241965,-2.2619164,7.4229507,14:23.1
2,3.915849,2.3729002,0.12228673,-1.0345528,8.328886,14:24.2
2,4.974622,3.2732418,0.45042273,1.0940638,9.190112,14:25.2
2,5.6270723,3.3571873,0.36804146,1.6998163,9.071927,14:26.1
2,5.519865,3.9356842,0.2951358,-0.10416683,6.933539,14:27.4
2,4.734813,4.530928,0.8786724,-0.6136101,5.5793033,14:28.1
2,4.718953,4.486152,1.5739907,-2.2173123,4.4702425,14:29.1
2,5.646182,4.6390333,1.870296,-3.9195838,4.955377,14:30.3
2,5.421272,4.8619947,2.0599105,-4.6852865,4.9399304,14:31.1
2,6.135312,4.7608027,2.3602672,-2.7406273,5.3985133,14:32.1
2,5.8062487,3.9986057,2.006646,-0.47998333,8.087862,14:33.1
2,4.8459425,4.148965,1.5448127,0.29993522,7.9140134,14:34.1
2,4.7173386,4.43491,2.052671,0.5502769,8.367055,14:35.1
2,5.0334463,4.512655,2.8399398,0.52868164,9.15501,14:36.1
2,5.290097,4.0007215,2.0050812,1.2926668,9.144003,14:37.1
2,5.137173,3.7924504,1.9355891,1.8370308,8.586805,14:38.0
2,4.914026,3.3867493,2.2373707,1.2646339,8.88441,14:39.1
2,5.4393997,2.6405063,0.99933106,1.3072488,8.293687,14:40.0
2,5.044888,3.0552456,1.500409,2.1295586,8.825882,14:41.2
2,3.9940765,3.148951,2.1004887,-0.033387206,8.59515,14:42.1
2,4.216172,3.3246725,1.7715431,0.22654831,8.660657,14:43.2
2,4.3739505,3.5877993,1.8426547,0.24958596,8.718356,14:44.2
2,4.073937,3.77043,2.1435714,0.38129532,9.668732,14:45.1
2,6.1612215,3.947552,2.6361563,2.4818835,9.713208,14:46.1
2,6.491473,3.4461198,3.3088102,0.5752784,8.239206,16:39.9
2,6.538101,3.3705053,3.5678632,0.3970785,6.798403,16:40.9
2,5.962029,3.8908243,3.174371,-0.475988,5.2463894,16:41.9
2,5.8773046,4.04525,3.5963511,-1.6560656,6.144898,16:42.9
2,6.046194,4.299478,3.8695595,-2.0214694,5.846654,16:44.0
2,5.588768,3.842453,3.3182623,-1.1337314,5.6577253,16:44.9
2,5.280407,3.368722,3.0106537,-1.6156298,7.8443336,16:45.8
2,5.3026495,3.248423,2.668732,-1.4644521,8.547972,16:46.9
2,5.0019403,3.1930232,2.7757044,-0.45273894,9.042385,16:47.9
2,4.523968,3.5146666,2.8489604,-0.71201074,9.409589,16:48.8
2,4.0282216,4.159784,3.290095,-0.82357705,9.115133,16:49.9
2,4.4529204,4.1311226,3.1979206,0.75481355,9.043276,16:50.9
2,4.6120934,4.1822395,3.4220016,1.717815,8.695907,16:52.0
2,5.043471,4.2958317,2.9983351,1.2804958,8.247162,16:52.9
2,4.98371,4.677774,2.7200623,1.190718,8.998623,16:53.7
2,4.529715,3.8042135,2.65358,0.118752755,7.7861886,16:54.7
2,3.4601135,3.293379,2.0440717,-1.7028017,6.732474,16:55.9
2,4.146575,3.9783366,2.4079432,-2.3641992,7.7015347,16:56.9
2,4.289238,4.6039805,2.6350183,-2.110887,8.779873,16:57.8
2,5.203312,4.664269,2.3561351,-1.3336467,8.202188,16:58.8
2,6.2428646,4.9647484,2.7109685,1.0738267,9.040671,16:59.8
2,6.783624,5.0056453,2.882244,0.646278,9.139002,17:00.8
2,7.1343217,4.9134336,3.1009302,0.04227481,8.741144,17:01.9
2,6.364873,4.6785336,3.3194544,0.20428963,8.084034,17:02.8
2,6.2612686,4.586921,2.691359,-2.7221184,7.3783937,17:03.8
2,6.0194225,4.7331796,2.6725764,1.571274,8.788255,17:04.7
2,6.246873,4.2647824,2.7264698,3.621584,10.363647,17:05.8
2,6.3943315,4.6274066,2.3020642,4.535816,10.57038,17:06.7
2,5.7469954,4.3281636,2.767314,4.618222,10.086224,17:07.7
2,5.5005693,4.0887203,3.3888814,3.5173867,10.417254,17:08.7
2,6.979905,4.2751627,4.1947074,3.0873008,10.846731,17:09.7
2,7.2611213,4.791472,4.0461655,-2.0953803,9.6056595,17:10.6
2,6.7190123,4.135613,3.9380581,1.7010559,9.483798,17:11.7
2,7.258241,4.0370274,4.1880918,2.3447356,8.98485,17:12.7
2,7.094368,4.549915,3.114449,2.890078,8.883233,17:13.7
2,6.9858947,4.6597595,3.4442909,2.686691,8.468351,17:14.6
2,7.631339,5.3307767,3.7986312,2.1696286,7.684237,17:15.7
2,8.133997,5.422799,3.8050392,1.4366679,8.109733,17:16.8
2,7.2048798,3.2972667,0.37976685,3.0558991,10.982486,18:18.4
2,8.443261,3.6527517,0.8915133,4.3064375,11.560432,18:19.4
2,6.895902,3.6656315,1.0177422,3.8221583,10.848645,18:20.3
2,7.8748503,4.553103,1.8694326,3.422666,11.103836,18:21.5
2,7.568354,4.3921256,2.1297946,3.6606667,10.204405,18:22.4
2,6.361888,3.279768,2.2395027,3.3179276,9.427693,18:23.2
1,4.192839,1.7414399,0.7804571,-2.631622,7.747717,18:30.4
1,4.178262,1.8519355,0.6443442,1.6948296,8.382203,18:31.3
1,4.571331,1.6747031,-0.31255037,1.7663475,8.1747675,18:32.4
1,3.8763835,1.1819562,-1.3646657,1.2875288,6.3599625,18:33.3
1,5.293177,4.639634,0.8544087,1.998327,12.515498,18:41.3
1,5.315654,4.3151956,0.07275713,2.2339082,12.213978,18:42.3
1,4.5701,4.0773067,-0.17208414,2.127293,11.976882,18:43.3
1,3.9018338,3.6700547,-0.77477723,1.9737952,10.808245,18:44.3
1,2.7531266,-0.9493019,-2.2778177,-1.5771277,6.500256,19:17.2
1,2.846552,-0.53596604,-2.7516158,-1.2061296,6.414926,19:18.1
1,2.8490658,-0.64190114,-3.076784,-0.04169879,7.155684,19:19.1
1,2.3102927,-0.5813024,-3.341852,-1.3804413,5.2388983,19:20.2
1,5.6074414,1.6596568,-1.6179259,2.2375715,8.372448,19:35.1
1,2.8170452,-0.09392078,-2.4666953,2.0570703,6.826716,19:53.0
1,5.179501,1.6539261,-2.651426,2.538931,6.7290673,19:54.0
1,6.31188,1.973275,-2.2065368,-0.4172327,5.814677,19:55.0
1,5.444136,1.5146021,-3.1776385,-0.34102142,6.049179,19:55.9
2,6.90868,3.1605203,0.50985926,6.870218,9.239587,20:03.9
2,7.4490204,3.1822603,0.22951014,5.4663877,9.126168,20:04.9
2,8.571131,3.6864583,0.7532984,5.0583644,10.271984,20:06.0
2,8.493276,3.6748636,1.4970539,5.2921658,9.8908615,20:07.0
2,7.6926727,3.3139775,1.2866917,1.6759351,10.56192,20:08.0
2,8.682148,4.300216,1.554985,0.35257098,10.00749,20:08.9
2,8.750412,4.2646565,0.9274508,0.73093474,10.695799,20:09.9
2,7.98246,3.7351623,-0.21306783,3.1733658,11.971569,20:10.9
0,6.132311,3.5321484,-0.5650424,-1.8932953,9.875365,20:26.8
0,7.776666,3.7217567,-0.5458228,2.2551227,10.927245,20:27.9
0,8.461048,5.4607034,1.3102773,3.731205,11.963796,20:28.7
0,9.903082,6.167233,2.099665,5.41446,12.437434,20:29.8
0,11.407975,6.794119,3.1543949,5.561985,12.13112,20:30.8
0,11.916353,8.111965,4.603373,5.238467,13.81737,20:31.8
0,12.395325,8.7394085,4.587643,3.9891677,13.835152,20:32.8
0,12.39667,8.749764,4.4436474,3.6268933,13.686779,20:34.0
0,12.234053,8.897298,4.548846,3.0227764,14.332942,20:34.8
0,10.911758,7.890337,3.9993951,3.893613,14.704484,20:35.8
0,11.652781,7.459842,3.199904,4.8726063,13.23729,20:36.7
0,11.967261,7.181503,2.8961325,5.20473,13.441793,20:37.9
0,11.453814,7.8379335,2.9956067,6.2151246,14.467429,20:38.8
0,10.046629,8.378285,5.3962884,5.497857,12.110234,20:55.8
0,9.454734,7.6078544,4.9671383,4.263436,11.929186,20:56.7
0,9.93738,7.668403,4.144968,7.4526978,12.256894,20:57.7
0,9.99741,7.7928762,3.9347916,6.9050064,12.895068,20:58.7
0,10.123823,7.170934,4.0055604,8.539089,12.304064,20:59.7
0,10.124512,8.631978,4.68683,8.938784,12.440833,21:00.7
0,9.389219,9.400265,5.1643305,7.8517256,11.619873,21:01.6
0,9.195439,9.268986,5.726035,7.2649345,12.005268,21:02.7
0,7.9534044,8.8308,5.326337,5.595315,11.80699,21:03.7
0,9.530181,8.180166,5.3367743,4.5669503,12.812278,21:04.7
0,10.820791,8.421792,5.251637,5.7700095,13.754892,21:05.7
0,11.558986,8.219826,4.9917955,5.8355813,13.372063,21:06.7
0,11.508009,8.524941,4.2046475,5.770065,14.844744,21:07.7
2,8.904203,4.082246,0.7747725,3.6535385,10.775021,21:22.5
2,8.672289,4.082073,0.6250046,1.77339,10.892703,21:23.7
2,8.833763,4.6741347,1.2353349,1.2976108,9.975344,21:25.6
1,6.486369,2.6715798,-0.6706335,3.1077154,9.926045,22:55.2
1,5.9309735,2.9447184,-0.17564075,3.0981772,9.035165,22:56.2
1,6.953395,2.8280776,-1.3385373,1.5133759,9.700884,22:57.1
1,7.0843363,2.8061924,-0.95585525,2.3361232,8.962561,22:58.2
1,4.317728,2.1453075,-0.92666686,1.4963589,8.56155,23:15.0
1,3.6269684,2.1483817,-0.974818,2.068337,8.352323,23:16.2
1,2.2136178,1.6809617,-1.530181,-0.12966998,7.26189,23:17.1
1,1.0730883,1.3753337,-1.0900933,-3.1475735,6.699104,23:18.1
1,11.804283,6.740609,3.9376721,4.6460886,14.055429,23:35.0
1,9.758563,6.451001,3.9053328,4.444372,12.858854,23:36.0
1,9.800688,6.8792915,3.4644282,3.2623546,12.983631,23:37.0
1,10.377638,7.0080895,3.7170267,2.8472857,11.647184,23:38.1
1,7.4965224,1.6767123,-1.2540997,0.8875763,10.479281,24:09.8
1,5.3973093,1.392418,-1.8653158,-0.5134107,8.837124,24:10.8
1,4.369907,1.9467112,-1.8030723,-3.7292476,6.614404,24:11.9
1,5.779604,2.0123255,-1.4010957,-2.6464894,7.0436563,24:12.9
1,5.46262,1.687998,-1.0017271,3.4217694,9.593013,24:22.9
2,8.474704,4.6181006,1.0728883,7.366393,12.715552,25:18.6
2,6.6853995,5.5063796,1.6481963,7.1650453,12.582594,25:19.6
2,6.6853995,5.5063796,1.6481963,7.1650453,12.582594,25:20.6
2,7.1982,5.3844023,2.222374,7.57054,11.83724,25:21.6
0,9.789352,8.606815,5.1846313,3.3469586,11.959845,25:36.6
0,10.008252,8.234575,4.519904,3.697825,12.627539,25:37.6
0,9.555416,7.4298363,4.475393,4.474759,12.507054,25:38.5
0,9.961973,7.987316,3.8418202,4.0520344,11.748636,25:39.6
0,10.475016,6.763313,3.9971251,1.192568,10.337061,25:40.5
0,12.456442,6.50914,4.2029343,2.3703523,9.104798,25:41.5
0,11.105013,6.155599,3.4073257,2.3744159,9.085228,25:42.5
0,10.847752,5.557293,3.247592,-0.424555,9.4526825,25:43.5
0,9.713285,4.366443,3.0929592,0.021499252,9.1420765,25:44.4
0,10.083681,5.4029236,2.67675,-2.0811067,8.880444,25:45.5
0,9.384176,6.129276,3.3295636,0.5585753,8.072965,25:46.5
0,9.681346,6.5471125,3.4047205,4.1989474,11.239001,25:47.4
0,12.109383,8.188148,5.960336,3.5935035,11.812184,25:48.5
0,9.929678,6.2058005,4.333223,4.2918024,13.127368,26:02.4
0,11.090792,6.439217,2.9509046,4.983308,12.934376,26:03.4
0,11.607341,6.951055,3.6084044,6.320753,14.812914,26:04.3
0,12.076392,6.977484,3.6586802,6.334897,12.955322,26:05.4
0,12.381155,7.376999,3.6656814,5.1280913,13.052587,26:06.4
0,12.3823805,8.427621,3.9822605,4.9622793,13.397214,26:07.3
0,12.471492,7.846869,4.294337,4.0105696,12.796204,26:08.4
0,12.29622,8.055603,4.619025,4.291187,12.709349,26:09.3
0,12.567018,8.191872,4.5528107,4.6284766,12.698675,26:10.3
0,11.3765745,8.072013,5.6194434,4.2300825,11.710522,26:11.4
0,10.388935,7.467364,4.716603,4.059684,12.048259,26:12.4
0,8.657896,7.9193993,4.8944926,4.4579954,12.395839,26:13.3
0,9.73456,8.484571,5.1467156,3.1370304,12.683227,26:14.3
0,9.418661,5.4374204,2.088364,3.4849377,12.157987,30:34.2
0,9.465535,5.7124176,2.0694578,3.391304,10.848884,30:35.1
0,10.298804,6.254907,2.8520792,3.4988046,10.639455,30:36.2
0,12.186083,6.4718194,2.5166957,2.7489626,9.738436,30:37.1
0,13.283671,6.645533,2.062024,1.8319123,9.918287,30:38.1
0,13.823172,6.8178654,2.8229702,3.416555,11.277637,30:39.1
0,14.405431,7.1666174,2.8494349,4.860606,11.555538,30:40.0
0,14.654564,6.3866506,2.3396037,4.872868,11.780851,30:41.2
0,13.498224,5.1675224,2.4996936,5.698308,11.467228,30:42.3
0,13.311505,4.8389454,2.2376235,5.417059,11.008737,30:43.1
0,13.129007,4.751516,1.7130247,3.215442,10.316836,30:44.2
0,12.494806,3.5670521,0.8718386,5.0583735,11.084749,30:45.1
0,11.999856,4.296177,0.34130135,5.9614716,11.069886,30:46.2
0,8.453067,4.7981677,2.3719437,3.7138565,9.905701,31:16.0
0,8.75072,4.522171,1.1962523,1.706732,9.124245,31:17.0
0,10.22251,4.9095955,1.6161686,1.7112312,10.395271,31:18.0
0,11.386047,5.0858274,0.8975172,0.16443005,10.700536,31:19.0
0,11.476602,4.9245605,1.4552844,0.23985215,9.307145,31:20.0
0,12.62369,5.103115,2.479338,1.1822866,10.042085,31:21.0
0,12.879755,4.9327564,1.9997973,3.6646132,9.224065,31:22.0
0,13.15196,5.225613,2.4357953,6.8357162,10.250485,31:22.9
0,13.293295,5.7147884,1.4301158,6.664664,11.275505,31:24.0
0,13.613286,5.8411303,1.6695542,6.857361,12.359081,31:25.0
0,12.167875,5.5466404,1.9644243,5.3860207,12.424457,31:26.1
0,12.401787,5.5288286,2.4428966,2.7457595,12.499781,31:27.0
0,13.352203,5.044484,2.4481876,-1.0697583,11.976197,31:27.9
2,8.223402,3.8677073,2.1957223,3.5678704,10.956941,31:35.8
2,7.389043,3.8402557,3.200045,3.4890358,11.99203,31:36.8
2,6.6615973,4.832741,3.1720865,2.5666814,9.333972,31:49.8
2,8.276391,5.0349946,3.6395369,3.2281654,10.489085,31:50.9
2,7.7595353,5.587927,3.055095,3.1779246,11.1197405,31:51.8
2,7.838407,5.4276567,3.047869,3.3174248,10.96314,31:52.8
2,8.6582,4.944561,3.2328084,1.8991439,10.903284,31:53.8
2,7.8621416,4.917965,3.1743681,1.3409648,11.188397,31:54.7
2,7.419149,4.829254,3.1607852,0.3530584,10.452982,31:55.8
2,7.742495,4.003883,3.3306422,3.855919,10.673031,31:56.9
2,7.614512,3.9720306,2.8855693,4.5537577,10.859028,31:57.8
2,8.511975,3.9692068,2.1410916,4.6203566,11.184955,31:58.7
2,9.064476,4.5609055,2.4802847,5.0887003,11.877335,31:59.7
2,9.141134,4.8566384,2.962661,4.2741957,10.801779,32:00.8
2,7.9516625,4.7300797,3.6074042,5.064767,11.311013,32:01.8
2,7.513972,4.7240405,4.044566,4.3365774,11.778584,32:02.9
2,7.768159,5.0856314,3.9171557,4.1492443,12.849512,32:03.8
2,8.37512,5.0976553,3.1830528,5.1707582,12.335026,32:04.8
2,8.85706,5.0500236,2.6579638,4.5115485,12.29371,32:05.8
2,9.068114,4.3162518,1.5367417,4.446839,13.52257,32:11.7
2,8.498063,3.6016521,1.6084296,5.0242763,12.817839,32:12.7
2,7.472789,3.5664988,1.651264,4.876934,12.034409,32:13.7
2,7.2688828,2.8686495,1.6357157,3.990343,11.290637,32:14.7
2,7.5851235,3.959585,1.9108696,2.7562368,12.064196,32:15.8
2,8.651133,4.21995,1.6719737,4.709367,11.714465,32:18.7
2,9.200706,4.0020223,2.4452565,4.9459867,12.709294,32:19.7
2,8.9771,2.8302174,0.8855284,5.0620813,12.201145,32:20.7
2,6.0690207,2.8115299,0.5226683,4.8311872,11.354166,32:21.8
2,5.727043,3.3202868,1.0362536,1.9353135,11.642677,32:22.7
2,6.8082466,3.5903633,-0.20492667,-0.93599,10.828406,32:23.6
2,7.8622575,3.8876383,0.20135355,-0.35339934,10.912461,32:24.7
2,8.307646,4.310891,0.27948004,1.0091059,11.682682,32:25.7
2,8.834949,4.6285,0.08491317,2.719458,10.539578,32:26.7
2,8.840055,4.395197,1.3452684,3.123999,10.7223835,32:27.6
0,6.9796014,3.4786587,-0.5249953,0.38469166,11.941974,33:19.9
0,6.808895,3.6959558,0.1507266,-0.04240036,12.01025,33:20.9
